,id,inning,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,non_boundary,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
112790,829737,2,1,5,CH Gayle,MS Bisla,SL Malinga,0,0,0,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
56385,501262,1,7,5,SC Ganguly,CJ Ferguson,YK Pathan,1,0,1,0,0,,,,,Pune Warriors,Kolkata Knight Riders
113648,829745,1,3,2,DR Smith,SK Raina,YS Chahal,1,0,1,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
142788,1082617,1,1,6,G Gambhir,SP Narine,TS Mills,6,0,6,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
396,335983,2,14,2,Yuvraj Singh,KC Sangakkara,Joginder Sharma,0,0,0,0,1,caught,Yuvraj Singh,P Amarnath,,Kings XI Punjab,Chennai Super Kings
97366,729301,2,9,6,M Vijay,Q de Kock,B Kumar,4,0,4,0,0,,,,,Delhi Daredevils,Sunrisers Hyderabad
29819,419117,1,1,7,AC Gilchrist,VVS Laxman,S Sreesanth,4,0,4,0,0,,,,,Deccan Chargers,Kings XI Punjab
54208,501252,1,2,6,R Dravid,SR Watson,Z Khan,1,0,1,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
41322,419164,2,11,3,KP Pietersen,R Dravid,R Sharma,6,0,6,0,0,,,,,Royal Challengers Bangalore,Deccan Chargers
38943,419154,2,12,2,V Kohli,LRPL Taylor,SK Warne,0,0,0,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
180400,1216498,2,9,2,MK Pandey,V Shankar,Ravi Bishnoi,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
37743,419149,2,1,5,IK Pathan,DPMD Jayawardene,MF Maharoof,0,0,0,0,0,,,,,Kings XI Punjab,Delhi Daredevils
102713,733999,1,14,6,Yuvraj Singh,AB de Villiers,PV Tambe,1,0,1,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
111823,829729,1,0,1,LMP Simmons,PA Patel,A Nehra,0,0,0,0,0,,,,,Mumbai Indians,Chennai Super Kings
63460,548326,2,16,3,BJ Hodge,J Botha,DW Steyn,4,0,4,0,0,,,,,Rajasthan Royals,Deccan Chargers
104673,734015,2,14,6,MK Pandey,YK Pathan,A Mishra,2,0,2,0,0,,,,,Kolkata Knight Riders,Sunrisers Hyderabad
69646,548354,1,16,3,J Botha,BJ Hodge,Azhar Mahmood,1,0,1,0,0,,,,,Rajasthan Royals,Kings XI Punjab
48297,501227,2,2,8,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
148952,1082644,1,11,4,AT Rayudu,SS Tiwary,SP Narine,4,0,4,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
118626,829789,2,17,3,HH Pandya,AT Rayudu,DJ Bravo,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
115361,829761,1,0,4,G Gambhir,RV Uthappa,Z Khan,0,0,0,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
85756,598036,2,6,2,R Dravid,SV Samson,MC Henriques,2,0,2,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
57367,501267,2,9,3,RG Sharma,SR Tendulkar,Shakib Al Hasan,0,0,0,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
134957,981007,1,7,3,N Rana,JC Buttler,SB Jakati,0,0,0,0,0,,,,,Mumbai Indians,Gujarat Lions
21846,392218,1,9,3,AM Rahane,JP Duminy,RE van der Merwe,2,0,2,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
27072,392239,2,5,2,MK Pandey,RE van der Merwe,A Symonds,1,0,1,0,0,,,,,Royal Challengers Bangalore,Deccan Chargers
27773,419108,2,16,3,G Gambhir,M Manhas,Yuvraj Singh,0,0,0,0,0,,,,,Delhi Daredevils,Kings XI Punjab
180708,1216499,1,6,5,D Padikkal,JR Philippe,KH Pandya,0,0,0,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
53270,501248,1,19,1,SD Chitnis,P Kumar,WD Parnell,0,0,0,0,1,caught,SD Chitnis,AA Jhunjhunwala,,Kings XI Punjab,Pune Warriors
184978,1216516,1,17,6,PK Garg,Abhishek Sharma,DL Chahar,1,0,1,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
126847,980937,2,19,1,RA Jadeja,KD Karthik,SR Watson,1,1,2,0,0,,,,noballs,Gujarat Lions,Royal Challengers Bangalore
138062,1082597,1,11,3,MK Pandey,YK Pathan,KH Pandya,1,0,1,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
37793,419150,1,10,5,SR Tendulkar,JP Duminy,YK Pathan,1,0,1,0,0,,,,,Mumbai Indians,Rajasthan Royals
131631,980977,2,17,5,MP Stoinis,F Behardien,CJ Jordan,2,0,2,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
34274,419135,2,11,1,A Symonds,HH Gibbs,MB Parmar,0,0,0,0,0,,,,,Deccan Chargers,Kolkata Knight Riders
85530,598036,2,0,3,R Dravid,AM Rahane,R Rampaul,0,0,0,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
79247,598010,2,11,6,GH Vihari,CL White,S Nadeem,1,0,1,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
27885,419109,2,14,3,SC Ganguly,CA Pujara,P Kumar,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
149665,1082647,1,18,9,MS Dhoni,MK Tiwary,MJ McClenaghan,6,0,6,0,0,,,,,Rising Pune Supergiant,Mumbai Indians
8893,336019,2,15,1,YK Pathan,M Rawat,VRV Singh,1,0,1,0,0,,,,,Rajasthan Royals,Kings XI Punjab
105244,734019,2,19,2,R Dhawan,AR Patel,WD Parnell,2,0,2,0,0,,,,,Kings XI Punjab,Delhi Daredevils
189191,1216534,1,6,3,AJ Finch,D Padikkal,Rashid Khan,1,0,1,0,0,,,,,Royal Challengers Bangalore,Sunrisers Hyderabad
30537,419120,1,0,5,MD Mishra,AC Gilchrist,A Mishra,0,0,0,0,1,bowled,MD Mishra,,,Deccan Chargers,Delhi Daredevils
126431,980935,1,3,3,SE Marsh,M Vohra,DJ Hooda,1,0,1,0,0,,,,,Kings XI Punjab,Sunrisers Hyderabad
180517,1216498,2,15,1,V Shankar,MK Pandey,Ravi Bishnoi,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
3113,335995,2,18,2,Yuvraj Singh,B Lee,VY Mahesh,1,0,1,0,0,,,,,Kings XI Punjab,Delhi Daredevils
122378,829823,1,18,5,KA Pollard,AT Rayudu,MM Sharma,0,0,0,0,1,caught,KA Pollard,SK Raina,,Mumbai Indians,Chennai Super Kings
100821,733983,1,9,3,CJ Anderson,RG Sharma,YS Chahal,0,0,0,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
115218,829759,2,16,6,AR Patel,WP Saha,P Kumar,1,0,1,0,0,,,,,Kings XI Punjab,Sunrisers Hyderabad
126968,980939,2,18,5,UT Yadav,PP Chawla,JA Morkel,0,1,1,0,0,,,,wides,Kolkata Knight Riders,Rising Pune Supergiants
147146,1082637,1,1,1,SE Marsh,HM Amla,DS Kulkarni,0,0,0,0,0,,,,,Kings XI Punjab,Gujarat Lions
148659,1082643,2,1,4,S Dhawan,DA Warner,PJ Sangwan,0,0,0,0,0,,,,,Sunrisers Hyderabad,Gujarat Lions
191911,1216545,1,5,4,DA Warner,MK Pandey,PJ Cummins,4,0,4,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
11651,336033,1,2,3,SA Asnodkar,GC Smith,M Ntini,1,0,1,0,0,,,,,Rajasthan Royals,Chennai Super Kings
168901,1178393,2,7,4,KL Rahul,SN Khan,Imran Tahir,1,0,1,0,0,,,,,Kings XI Punjab,Chennai Super Kings
30887,419121,1,18,4,Yuvraj Singh,MS Bisla,JA Morkel,1,0,1,0,0,,,,,Kings XI Punjab,Chennai Super Kings
138391,1082598,1,4,4,KM Jadhav,AB de Villiers,VR Aaron,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
115901,829765,2,6,2,SA Yadav,MK Pandey,RA Jadeja,1,0,1,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
13114,336039,1,2,3,Yuvraj Singh,SE Marsh,MS Gony,0,1,1,0,0,,,,wides,Kings XI Punjab,Chennai Super Kings
103081,734003,1,15,5,STR Binny,SPD Smith,R Ashwin,0,1,1,0,0,,,,legbyes,Rajasthan Royals,Chennai Super Kings
52605,501245,1,2,5,M Vijay,MEK Hussey,B Lee,0,0,0,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
187249,1216526,1,6,3,KD Karthik,Shubman Gill,KH Pandya,0,0,0,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
112237,829733,1,2,3,WP Saha,V Sehwag,UT Yadav,4,0,4,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
11694,336033,2,9,2,JA Morkel,PA Patel,D Salunkhe,1,0,1,0,0,,,,,Chennai Super Kings,Rajasthan Royals
113931,829747,2,7,6,UBT Chand,RG Sharma,S Nadeem,0,1,1,0,0,,,,wides,Mumbai Indians,Delhi Daredevils
15669,392192,1,0,4,AC Gilchrist,HH Gibbs,SL Malinga,0,0,0,0,0,,,,,Deccan Chargers,Mumbai Indians
65409,548334,2,6,5,SE Marsh,Mandeep Singh,PP Ojha,1,0,1,0,0,,,,,Kings XI Punjab,Mumbai Indians
74907,548376,2,4,2,TM Dilshan,V Kohli,DW Steyn,0,0,0,0,0,,,,,Royal Challengers Bangalore,Deccan Chargers
17395,392200,1,12,3,KC Sangakkara,IK Pathan,JP Duminy,2,0,2,0,0,,,,,Kings XI Punjab,Mumbai Indians
88684,598049,1,1,1,V Sehwag,DPMD Jayawardene,JP Faulkner,4,0,4,0,0,,,,,Delhi Daredevils,Rajasthan Royals
3171,335995,1,8,4,KD Karthik,MK Tiwary,PP Chawla,1,0,1,0,0,,,,,Delhi Daredevils,Kings XI Punjab
18410,392204,2,15,6,DPMD Jayawardene,KC Sangakkara,A Kumble,1,0,1,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
119808,829799,1,10,2,DA Warner,MC Henriques,Sandeep Sharma,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
5970,336007,2,14,1,SB Styris,RG Sharma,M Ntini,0,0,0,0,0,,,,,Deccan Chargers,Chennai Super Kings
65688,548335,2,5,5,MS Bisla,G Gambhir,V Pratap Singh,1,0,1,0,0,,,,,Kolkata Knight Riders,Deccan Chargers
26779,392238,2,16,5,V Kohli,LRPL Taylor,SK Raina,6,0,6,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
29282,419114,2,15,5,S Ladda,DP Nannes,ST Jayasuriya,0,0,0,0,0,,,,,Delhi Daredevils,Mumbai Indians
111639,829727,1,10,2,NV Ojha,EJG Morgan,JP Faulkner,0,1,1,0,0,,,,noballs,Sunrisers Hyderabad,Rajasthan Royals
13606,392181,1,6,5,SR Tendulkar,S Dhawan,JDP Oram,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
129150,980957,1,4,6,SPD Smith,SS Tiwary,KH Pandya,0,0,0,0,0,,,,,Rising Pune Supergiants,Mumbai Indians
190546,1216539,1,14,1,SS Iyer,RR Pant,DL Chahar,1,0,1,0,0,,,,,Delhi Capitals,Chennai Super Kings
28983,419113,2,14,6,I Sharma,M Kartik,R Ashwin,0,0,0,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
45048,501212,1,9,4,KC Sangakkara,S Dhawan,AM Nayar,4,0,4,0,0,,,,,Deccan Chargers,Kings XI Punjab
65522,548335,1,19,1,DW Steyn,JP Duminy,SP Narine,6,0,6,0,0,,,,,Deccan Chargers,Kolkata Knight Riders
175014,1178418,2,10,2,R Parag,STR Binny,PP Chawla,1,0,1,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
122624,980901,2,10,4,KP Pietersen,AM Rahane,S Gopal,1,0,1,0,0,,,,,Rising Pune Supergiants,Mumbai Indians
131143,980973,1,13,3,Yuvraj Singh,S Dhawan,TG Southee,0,0,0,0,0,,,,,Sunrisers Hyderabad,Mumbai Indians
28845,419113,1,5,6,M Vijay,SK Raina,LR Shukla,4,0,4,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
148363,1082641,2,17,6,Harbhajan Singh,KA Pollard,MM Sharma,1,0,1,0,0,,,,,Mumbai Indians,Kings XI Punjab
64400,548330,1,17,2,MS Dhoni,DJ Bravo,R Sharma,1,0,1,0,0,,,,,Chennai Super Kings,Pune Warriors
50941,501238,1,1,6,DA Warner,V Sehwag,S Sreesanth,0,0,0,0,0,,,,,Delhi Daredevils,Kochi Tuskers Kerala
5355,336004,1,6,1,DJ Thornely,RV Uthappa,PJ Sangwan,1,0,1,0,0,,,,,Mumbai Indians,Delhi Daredevils
115088,829759,1,16,2,MC Henriques,NV Ojha,AR Patel,2,0,2,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
12500,336036,1,19,7,YV Takawale,RR Raje,SR Watson,4,0,4,0,0,,,,,Mumbai Indians,Rajasthan Royals
162367,1136611,1,7,1,MM Ali,AB de Villiers,Basil Thampi,6,0,6,0,0,,,,,Royal Challengers Bangalore,Sunrisers Hyderabad
69277,548352,2,18,1,DT Christian,CL White,DJ Bravo,0,0,0,0,0,,,,,Deccan Chargers,Chennai Super Kings
136983,1082592,2,14,1,BA Stokes,SPD Smith,TG Southee,4,0,4,0,0,,,,,Rising Pune Supergiant,Mumbai Indians
99989,733977,1,2,1,S Dhawan,AJ Finch,MA Starc,0,0,0,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
16819,392197,2,13,1,Yashpal Singh,LR Shukla,DJ Bravo,2,0,2,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
99801,733975,1,3,1,M Vijay,Q de Kock,SR Watson,3,0,3,0,0,,,,,Delhi Daredevils,Rajasthan Royals
77529,598002,2,13,3,MS Dhoni,RA Jadeja,KA Pollard,1,0,1,0,0,,,,,Chennai Super Kings,Mumbai Indians
13779,392182,1,15,1,R Dravid,B Akhil,SK Warne,0,0,0,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
7356,336013,2,2,6,K Goel,SE Marsh,MS Gony,0,0,0,0,0,,,,,Kings XI Punjab,Chennai Super Kings
11585,336033,1,5,1,GC Smith,SA Asnodkar,MS Gony,4,0,4,0,0,,,,,Rajasthan Royals,Chennai Super Kings
23464,392225,2,15,5,Harbhajan Singh,AM Nayar,SK Warne,2,0,2,0,0,,,,,Mumbai Indians,Rajasthan Royals
111708,829727,2,7,5,AM Rahane,SV Samson,KV Sharma,1,0,1,0,0,,,,,Rajasthan Royals,Sunrisers Hyderabad
182934,1216508,1,13,7,SS Tiwary,RG Sharma,Kuldeep Yadav,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
54749,501254,2,12,2,KD Karthik,SE Marsh,RA Jadeja,6,0,6,0,0,,,,,Kings XI Punjab,Kochi Tuskers Kerala
85014,598033,2,12,2,SS Tiwary,J Syed Mohammad,Harbhajan Singh,1,0,1,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
143188,1082618,2,17,4,RG Sharma,HH Pandya,JD Unadkat,1,0,1,0,0,,,,,Mumbai Indians,Rising Pune Supergiant
189543,1216535,2,4,3,Ishan Kishan,Q de Kock,MP Stoinis,1,0,1,0,0,,,,,Mumbai Indians,Delhi Capitals
168168,1175370,2,7,4,KM Jadhav,MS Dhoni,RD Chahar,0,0,0,0,0,,,,,Chennai Super Kings,Mumbai Indians
117184,829777,2,17,3,SS Tiwary,JP Duminy,JP Faulkner,1,0,1,0,0,,,,,Delhi Daredevils,Rajasthan Royals
3282,335995,2,18,6,Yuvraj Singh,B Lee,VY Mahesh,1,0,1,0,0,,,,,Kings XI Punjab,Delhi Daredevils
171147,1178402,1,4,4,Q de Kock,RG Sharma,JC Archer,2,0,2,0,0,,,,,Mumbai Indians,Rajasthan Royals
106731,734033,1,5,4,SE Marsh,M Vohra,KK Cooper,0,0,0,0,0,,,,,Kings XI Punjab,Rajasthan Royals
110419,829717,1,11,1,GJ Bailey,DA Miller,SL Malinga,4,0,4,0,0,,,,,Kings XI Punjab,Mumbai Indians
7297,336013,1,13,2,S Badrinath,MS Dhoni,Yuvraj Singh,1,0,1,0,0,,,,,Chennai Super Kings,Kings XI Punjab
29469,419115,2,3,4,JH Kallis,MK Pandey,M Morkel,0,0,0,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
37264,419147,2,1,5,MD Mishra,AC Gilchrist,DE Bollinger,0,0,0,0,0,,,,,Deccan Chargers,Chennai Super Kings
46063,501218,2,16,2,A Symonds,RG Sharma,AC Thomas,0,0,0,0,0,,,,,Mumbai Indians,Pune Warriors
174239,1178415,1,16,6,STR Binny,AM Rahane,I Sharma,0,0,0,0,0,,,,,Rajasthan Royals,Delhi Capitals
60814,548315,1,10,6,MS Bisla,G Gambhir,DL Vettori,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
25726,392234,1,3,4,PA Patel,GJ Bailey,IK Pathan,6,0,6,0,0,,,,,Chennai Super Kings,Kings XI Punjab
108813,829705,2,3,5,G Gambhir,MK Pandey,R Vinay Kumar,0,0,0,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
165771,1175360,2,18,1,KM Jadhav,MS Dhoni,A Mishra,0,0,0,0,0,,,,,Chennai Super Kings,Delhi Capitals
16149,392194,2,5,6,AB de Villiers,TM Dilshan,Pankaj Singh,1,0,1,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
41284,419164,1,12,6,Anirudh Singh,Y Venugopal Rao,KP Pietersen,1,0,1,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
138427,1082599,1,0,2,AP Tare,SW Billings,AB Dinda,0,0,0,0,0,,,,,Delhi Daredevils,Rising Pune Supergiant
19489,392208,2,10,1,JH Kallis,RV Uthappa,AM Nayar,0,1,1,0,0,,,,wides,Royal Challengers Bangalore,Mumbai Indians
102127,733995,1,16,6,RG Sharma,AT Rayudu,MM Sharma,2,0,2,0,0,,,,,Mumbai Indians,Chennai Super Kings
35227,419139,1,7,6,CH Gayle,MK Tiwary,RS Bopara,1,0,1,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
47268,501223,1,10,5,V Sehwag,DA Warner,SJ Srivastava,2,0,2,0,0,,,,,Delhi Daredevils,Kings XI Punjab
177186,1178428,1,16,3,IS Sodhi,R Parag,I Sharma,0,3,3,0,0,,,,wides,Rajasthan Royals,Delhi Capitals
5520,336005,1,14,2,SK Raina,JA Morkel,MM Patel,0,0,0,0,1,caught,SK Raina,Sohail Tanvir,,Chennai Super Kings,Rajasthan Royals
89753,598053,1,18,3,RN ten Doeschate,MK Tiwary,B Kumar,4,0,4,0,0,,,,,Kolkata Knight Riders,Pune Warriors
99569,733973,2,4,1,CM Gautam,RG Sharma,Sandeep Sharma,0,0,0,0,0,,,,,Mumbai Indians,Kings XI Punjab
14278,392185,1,3,3,PA Patel,ML Hayden,DW Steyn,6,0,6,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
104028,734011,2,8,1,LRPL Taylor,MK Tiwary,PV Tambe,0,1,1,0,0,,,,wides,Delhi Daredevils,Rajasthan Royals
130906,980971,2,14,3,KK Nair,SW Billings,MM Sharma,0,0,0,0,0,,,,,Delhi Daredevils,Kings XI Punjab
93107,598067,2,13,5,CM Gautam,IK Pathan,AB Dinda,0,1,1,0,0,,,,wides,Delhi Daredevils,Pune Warriors
114448,829751,1,2,2,LMP Simmons,PA Patel,TA Boult,0,0,0,0,0,,,,,Mumbai Indians,Sunrisers Hyderabad
139760,1082604,2,0,2,DA Warner,S Dhawan,UT Yadav,0,1,1,0,0,,,,wides,Sunrisers Hyderabad,Kolkata Knight Riders
128887,980955,1,2,1,MP Stoinis,M Vijay,P Kumar,1,0,1,0,0,,,,,Kings XI Punjab,Gujarat Lions
149200,1082645,1,11,2,AR Patel,Swapnil Singh,DT Christian,2,0,2,0,0,,,,,Kings XI Punjab,Rising Pune Supergiant
126333,980933,1,14,5,SV Samson,JP Duminy,TG Southee,0,1,1,0,0,,,,wides,Delhi Daredevils,Mumbai Indians
120248,829803,1,5,5,DA Miller,GJ Bailey,YS Chahal,0,1,1,0,1,stumped,DA Miller,KD Karthik,wides,Kings XI Punjab,Royal Challengers Bangalore
180074,1216496,2,4,4,M Vijay,SR Watson,S Gopal,1,0,1,0,0,,,,,Chennai Super Kings,Rajasthan Royals
50991,501238,1,9,6,Y Nagar,Y Venugopal Rao,RV Gomez,1,0,1,0,0,,,,,Delhi Daredevils,Kochi Tuskers Kerala
71502,548361,2,11,2,DJ Bravo,MEK Hussey,SK Trivedi,0,0,0,0,1,caught,DJ Bravo,STR Binny,,Chennai Super Kings,Rajasthan Royals
161215,1136606,2,11,2,AT Rayudu,SR Watson,Rashid Khan,6,0,6,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
17168,392199,1,15,4,MN van Wyk,WP Saha,KP Appanna,0,0,0,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
103330,734005,2,15,5,KM Jadhav,JP Duminy,Yuvraj Singh,1,0,1,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
8796,336019,2,5,5,Niraj Patel,SR Watson,JR Hopes,0,0,0,0,0,,,,,Rajasthan Royals,Kings XI Punjab
153613,1136574,2,7,4,V Kohli,Mandeep Singh,KH Pandya,1,0,1,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
93561,598070,1,12,4,SK Raina,MEK Hussey,MG Johnson,2,0,2,0,0,,,,,Chennai Super Kings,Mumbai Indians
103345,734005,2,18,1,KM Jadhav,R Shukla,AN Ahmed,4,0,4,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
30562,419120,1,4,5,AC Gilchrist,HH Gibbs,S Ladda,0,0,0,0,1,caught,AC Gilchrist,KD Karthik,,Deccan Chargers,Delhi Daredevils
85641,598036,1,7,4,V Kohli,A Mukund,SK Trivedi,1,0,1,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
180097,1216496,2,8,3,SM Curran,F du Plessis,R Tewatia,6,0,6,0,0,,,,,Chennai Super Kings,Rajasthan Royals
2601,335992,2,15,3,GC Smith,SR Watson,SB Joshi,4,0,4,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
6053,336007,1,8,1,SK Raina,MS Dhoni,Shahid Afridi,1,0,1,0,0,,,,,Chennai Super Kings,Deccan Chargers
17078,392198,2,6,4,PC Valthaty,GC Smith,A Mishra,0,0,0,0,1,caught,PC Valthaty,DL Vettori,,Rajasthan Royals,Delhi Daredevils
37110,419147,1,16,4,S Badrinath,SK Raina,RP Singh,1,0,1,0,0,,,,,Chennai Super Kings,Deccan Chargers
153840,1136575,2,4,2,RV Uthappa,SP Narine,JD Unadkat,4,0,4,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
56027,501260,1,8,3,AC Gilchrist,SE Marsh,CH Gayle,0,0,0,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
46598,501220,1,3,2,AC Gilchrist,PC Valthaty,SK Warne,6,0,6,0,0,,,,,Kings XI Punjab,Rajasthan Royals
49424,501232,2,3,4,JD Ryder,TD Paine,S Aravind,1,0,1,0,0,,,,,Pune Warriors,Royal Challengers Bangalore
163774,1136617,2,8,2,F du Plessis,DJ Bravo,CR Brathwaite,0,0,0,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
109486,829709,2,19,5,Anureet Singh,Karanveer Singh,CH Morris,0,0,0,0,0,,,,,Kings XI Punjab,Rajasthan Royals
107320,734037,2,9,6,Shakib Al Hasan,YK Pathan,KV Sharma,0,0,0,0,0,,,,,Kolkata Knight Riders,Sunrisers Hyderabad
176742,1178426,2,2,2,WP Saha,MJ Guptill,BB Sran,0,0,0,0,0,,,,,Sunrisers Hyderabad,Mumbai Indians
135638,981013,2,0,4,CH Gayle,V Kohli,P Kumar,0,0,0,0,0,,,,,Royal Challengers Bangalore,Gujarat Lions
37305,419148,2,7,5,R Dravid,S Sriram,AD Mathews,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
106097,734027,2,7,6,V Kohli,YV Takawale,Shakib Al Hasan,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
111521,829727,1,4,7,KL Rahul,DA Warner,TG Southee,0,0,0,0,1,run out,DA Warner,AM Rahane,,Sunrisers Hyderabad,Rajasthan Royals
189852,1216537,1,19,1,CH Gayle,GJ Maxwell,JC Archer,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
185073,1216517,1,6,2,Q de Kock,KH Pandya,GJ Maxwell,1,0,1,0,0,,,,,Mumbai Indians,Kings XI Punjab
169501,1178395,2,6,6,SS Iyer,PP Shaw,P Negi,1,0,1,0,0,,,,,Delhi Capitals,Royal Challengers Bangalore
183776,1216511,2,18,1,AS Rajpoot,Kartik Tyagi,JL Pattinson,0,0,0,0,1,caught,AS Rajpoot,RG Sharma,,Rajasthan Royals,Mumbai Indians
164774,1175356,1,12,2,PA Patel,YS Chahal,RA Jadeja,1,0,1,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
108861,829705,1,18,3,RG Sharma,CJ Anderson,AD Russell,6,0,6,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
70021,548355,2,16,3,RG Sharma,KD Karthik,DJ Bravo,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
147350,1082637,2,15,3,SK Raina,KD Karthik,MM Sharma,0,0,0,0,0,,,,,Gujarat Lions,Kings XI Punjab
87739,598045,1,1,5,CA Pujara,CH Gayle,Sandeep Sharma,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
51204,501239,2,7,2,S Dhawan,CL White,Iqbal Abdulla,0,1,1,0,0,,,,byes,Deccan Chargers,Kolkata Knight Riders
120838,829809,2,9,1,F du Plessis,SK Raina,AR Patel,4,0,4,0,0,,,,,Chennai Super Kings,Kings XI Punjab
154638,1136579,2,1,5,M Vohra,Q de Kock,GJ Maxwell,0,1,1,0,0,,,,wides,Royal Challengers Bangalore,Delhi Daredevils
174478,1178416,1,16,5,MK Pandey,V Shankar,Imran Tahir,1,0,1,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
53614,501249,2,16,5,J Botha,AS Raut,DE Bollinger,1,0,1,0,0,,,,,Rajasthan Royals,Chennai Super Kings
3202,335995,1,13,5,MK Tiwary,R Bhatia,Yuvraj Singh,1,0,1,0,0,,,,,Delhi Daredevils,Kings XI Punjab
149836,1082648,1,5,6,KS Williamson,DA Warner,SP Narine,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
182209,1216505,1,13,4,D Padikkal,AB de Villiers,AR Patel,2,0,2,0,0,,,,,Royal Challengers Bangalore,Delhi Capitals
141600,1082612,1,16,3,GJ Maxwell,HM Amla,JJ Bumrah,0,0,0,0,1,bowled,GJ Maxwell,,,Kings XI Punjab,Mumbai Indians
54293,501252,1,16,5,AL Menaria,LRPL Taylor,S Aravind,1,0,1,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
76143,548381,1,7,1,MEK Hussey,M Vijay,JH Kallis,0,0,0,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
177360,1178429,1,8,4,V Shankar,KS Williamson,K Khejroliya,0,0,0,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
50521,501236,1,13,2,SK Raina,MS Dhoni,PP Ojha,0,1,1,0,0,,,,wides,Chennai Super Kings,Deccan Chargers
