,id,inning,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,non_boundary,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
179379,1216493,2,8,6,SN Khan,MA Agarwal,MP Stoinis,4,0,4,0,0,,,,,Kings XI Punjab,Delhi Capitals
25301,392232,2,12,4,LRPL Taylor,JH Kallis,Y Nagar,0,1,1,0,0,,,,noballs,Royal Challengers Bangalore,Delhi Daredevils
111577,829727,1,19,6,A Ashish Reddy,RS Bopara,TG Southee,2,0,2,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
85709,598036,2,18,3,SR Watson,BJ Hodge,RP Singh,0,0,0,0,1,caught,SR Watson,AB de Villiers,,Rajasthan Royals,Royal Challengers Bangalore
93923,598071,1,13,4,S Dhawan,DJG Sammy,KK Cooper,1,0,1,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
17472,392200,1,4,7,Yuvraj Singh,KC Sangakkara,DJ Bravo,4,0,4,0,0,,,,,Kings XI Punjab,Mumbai Indians
171897,1178405,1,14,4,SS Iyer,RR Pant,Sandeep Sharma,1,0,1,0,0,,,,,Delhi Capitals,Sunrisers Hyderabad
158805,1136596,1,17,1,DT Christian,V Shankar,Shakib Al Hasan,0,0,0,0,0,,,,,Delhi Daredevils,Sunrisers Hyderabad
101615,733989,2,6,4,SPD Smith,STR Binny,MC Henriques,0,0,0,0,0,,,,,Rajasthan Royals,Sunrisers Hyderabad
46075,501218,2,18,2,RG Sharma,A Symonds,R Sharma,0,0,0,0,0,,,,,Mumbai Indians,Pune Warriors
162793,1136613,1,9,9,AM Rahane,RA Tripathi,C de Grandhomme,1,0,1,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
16025,392194,1,6,1,KP Pietersen,LRPL Taylor,A Mishra,0,0,0,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
191779,1216545,1,17,2,MK Pandey,WP Saha,AD Russell,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
155899,1136584,1,10,5,AB de Villiers,Q de Kock,Imran Tahir,1,0,1,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
46394,501219,1,10,5,RA Jadeja,PA Patel,L Balaji,0,0,0,0,0,,,,,Kochi Tuskers Kerala,Kolkata Knight Riders
101868,733991,2,19,3,VR Aaron,YS Chahal,L Balaji,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
82429,598023,1,18,1,SW Tait,A Chandila,RP Singh,0,0,0,0,1,bowled,SW Tait,,,Rajasthan Royals,Royal Challengers Bangalore
41641,501198,1,12,1,MS Dhoni,S Anirudha,Iqbal Abdulla,1,0,1,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
19045,392206,1,18,6,M Muralitharan,SB Jakati,A Nehra,1,0,1,0,0,,,,,Chennai Super Kings,Delhi Daredevils
56817,501264,1,0,2,DB Ravi Teja,S Dhawan,P Kumar,0,0,0,0,0,,,,,Deccan Chargers,Kings XI Punjab
77121,598001,2,8,1,DA Warner,DPMD Jayawardene,KK Cooper,1,0,1,0,0,,,,,Delhi Daredevils,Rajasthan Royals
63759,548327,2,5,2,MA Agarwal,CH Gayle,MN Samuels,0,0,0,0,0,,,,,Royal Challengers Bangalore,Pune Warriors
155749,1136583,2,4,3,RG Sharma,SA Yadav,Sandeep Sharma,0,0,0,0,0,,,,,Mumbai Indians,Sunrisers Hyderabad
79325,598010,1,5,3,J Botha,MC Juneja,Anand Rajan,0,0,0,0,0,,,,,Delhi Daredevils,Sunrisers Hyderabad
35943,419142,1,5,3,SK Raina,ML Hayden,Harbhajan Singh,2,0,2,0,0,,,,,Chennai Super Kings,Mumbai Indians
36899,419146,1,1,3,SR Tendulkar,AT Rayudu,IK Pathan,0,0,0,0,0,,,,,Mumbai Indians,Kings XI Punjab
174046,1178414,1,12,3,PA Patel,AD Nath,RA Jadeja,1,0,1,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
32542,419128,1,8,6,KD Karthik,AB de Villiers,A Kumble,4,0,4,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
165165,1175358,1,1,1,PP Shaw,S Dhawan,MJ McClenaghan,0,0,0,0,0,,,,,Delhi Capitals,Mumbai Indians
23124,392223,2,6,5,AC Gilchrist,DB Ravi Teja,TM Dilshan,1,0,1,0,0,,,,,Deccan Chargers,Delhi Daredevils
158728,1136596,2,4,2,AD Hales,S Dhawan,LE Plunkett,4,0,4,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
11837,336034,2,6,1,VVS Laxman,RG Sharma,A Kumble,1,0,1,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
18506,392204,1,11,4,RV Uthappa,JH Kallis,Yuvraj Singh,2,0,2,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
110625,829719,2,3,5,S Dhawan,DA Warner,AN Ahmed,0,0,0,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
532,335984,1,16,4,D Salunkhe,SK Warne,DL Vettori,0,0,0,0,0,,,,,Rajasthan Royals,Delhi Daredevils
83031,598025,2,7,4,DA Miller,Mandeep Singh,BAW Mendis,2,0,2,0,0,,,,,Kings XI Punjab,Pune Warriors
91826,598062,1,4,6,M Vijay,MEK Hussey,UT Yadav,4,0,4,0,0,,,,,Chennai Super Kings,Delhi Daredevils
144204,1082624,1,7,4,RA Tripathi,SPD Smith,STR Binny,1,0,1,0,0,,,,,Rising Pune Supergiant,Royal Challengers Bangalore
34630,419137,1,9,5,JA Morkel,M Vijay,AA Jhunjhunwala,0,0,0,0,0,,,,,Chennai Super Kings,Rajasthan Royals
36471,419144,2,12,2,V Sehwag,KD Karthik,AD Mathews,1,0,1,0,0,,,,,Delhi Daredevils,Kolkata Knight Riders
192501,1237177,1,16,6,Ishan Kishan,HH Pandya,MP Stoinis,0,0,0,0,0,,,,,Mumbai Indians,Delhi Capitals
152518,1136570,2,4,4,KS Williamson,S Dhawan,PP Chawla,4,0,4,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
59826,548311,2,6,5,PA Patel,CL White,SK Raina,1,0,1,0,0,,,,,Deccan Chargers,Chennai Super Kings
24714,392230,1,18,2,AB de Villiers,KD Karthik,MM Patel,6,1,7,0,0,,,,noballs,Delhi Daredevils,Rajasthan Royals
182386,1216506,2,3,5,F du Plessis,RD Gaikwad,JDS Neesham,1,0,1,0,0,,,,,Chennai Super Kings,Kings XI Punjab
159528,1136599,1,15,6,KS Williamson,Shakib Al Hasan,UT Yadav,0,0,0,0,1,caught,KS Williamson,Mandeep Singh,,Sunrisers Hyderabad,Royal Challengers Bangalore
123626,980911,1,15,1,SPD Smith,F du Plessis,PV Tambe,1,0,1,0,0,,,,,Rising Pune Supergiants,Gujarat Lions
135653,981013,2,2,5,CH Gayle,AB de Villiers,P Kumar,0,0,0,0,0,,,,,Royal Challengers Bangalore,Gujarat Lions
173336,1178411,1,5,3,SA Yadav,Q de Kock,JD Unadkat,0,0,0,0,0,,,,,Mumbai Indians,Rajasthan Royals
61150,548317,1,10,2,AT Rayudu,KA Pollard,GB Hogg,6,0,6,0,0,,,,,Mumbai Indians,Rajasthan Royals
159070,1136597,1,0,2,E Lewis,SA Yadav,N Rana,0,0,0,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
59962,548312,2,5,3,DB Das,MK Tiwary,KK Cooper,0,0,0,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
124378,980917,1,6,5,PA Patel,JC Buttler,SB Jakati,0,0,0,0,0,,,,,Mumbai Indians,Gujarat Lions
150429,1136561,1,2,6,RG Sharma,Ishan Kishan,DL Chahar,2,0,2,0,0,,,,,Mumbai Indians,Chennai Super Kings
92946,598067,1,0,4,RV Uthappa,AJ Finch,IK Pathan,0,0,0,0,0,,,,,Pune Warriors,Delhi Daredevils
9835,336024,1,12,1,RV Uthappa,AM Nayar,Y Venugopal Rao,0,0,0,0,0,,,,,Mumbai Indians,Deccan Chargers
155696,1136583,1,14,3,YK Pathan,Basil Thampi,Mustafizur Rahman,1,0,1,0,0,,,,,Sunrisers Hyderabad,Mumbai Indians
28517,419111,1,17,1,AD Mascarenhas,AA Jhunjhunwala,DP Nannes,1,0,1,0,1,run out,AD Mascarenhas,"A Mishra,KD Karthik",,Rajasthan Royals,Delhi Daredevils
14827,392188,1,13,4,SB Styris,RG Sharma,KP Pietersen,1,0,1,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
1779,335989,1,11,7,ML Hayden,SK Raina,VS Yeligati,1,0,1,0,0,,,,,Chennai Super Kings,Mumbai Indians
7453,336013,2,18,5,IK Pathan,PP Chawla,JA Morkel,1,0,1,0,0,,,,,Kings XI Punjab,Chennai Super Kings
47058,501222,1,15,4,G Gambhir,YK Pathan,DL Vettori,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
22468,392221,2,5,2,JD Ryder,JH Kallis,DJ Hussey,4,0,4,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
113361,829741,2,14,3,SE Marsh,DA Miller,PV Tambe,0,0,0,0,1,caught,SE Marsh,AM Rahane,,Kings XI Punjab,Rajasthan Royals
74230,548373,2,5,3,PA Reddy,S Dhawan,J Botha,0,0,0,0,0,,,,,Deccan Chargers,Rajasthan Royals
118981,829793,2,16,1,KM Jadhav,SS Tiwary,B Kumar,0,0,0,0,0,,,,,Delhi Daredevils,Sunrisers Hyderabad
99186,729317,2,15,7,AP Tare,KA Pollard,IK Pathan,4,0,4,0,0,,,,,Mumbai Indians,Sunrisers Hyderabad
40892,419163,1,1,4,ML Hayden,M Vijay,RJ Harris,0,0,0,0,0,,,,,Chennai Super Kings,Deccan Chargers
164277,1136619,1,10,3,WP Saha,Shakib Al Hasan,PP Chawla,0,0,0,0,1,stumped,WP Saha,KD Karthik,,Sunrisers Hyderabad,Kolkata Knight Riders
64499,548331,1,7,1,DJ Hussey,SE Marsh,DL Vettori,2,0,2,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
26185,392236,1,19,3,MK Pandey,V Kohli,RP Singh,1,0,1,0,0,,,,,Royal Challengers Bangalore,Deccan Chargers
130106,980965,1,3,4,KK Nair,SV Samson,SM Boland,1,0,1,0,0,,,,,Delhi Daredevils,Rising Pune Supergiants
98586,729313,2,18,3,R Dhawan,GJ Bailey,VR Aaron,0,0,0,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
71319,548361,2,1,6,SK Raina,MEK Hussey,Pankaj Singh,4,0,4,0,0,,,,,Chennai Super Kings,Rajasthan Royals
55453,501257,2,7,3,DA Warner,NV Ojha,SJ Srivastava,0,0,0,0,0,,,,,Delhi Daredevils,Kings XI Punjab
83104,598026,1,0,2,SR Watson,AM Rahane,MM Sharma,0,0,0,0,0,,,,,Rajasthan Royals,Chennai Super Kings
121931,829819,2,11,4,KK Nair,AM Rahane,D Wiese,0,0,0,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
116315,829769,2,17,5,KK Nair,STR Binny,MJ McClenaghan,0,0,0,0,1,caught,KK Nair,PA Patel,,Rajasthan Royals,Mumbai Indians
44171,501208,2,12,6,V Kohli,CA Pujara,DT Christian,4,0,4,0,0,,,,,Royal Challengers Bangalore,Deccan Chargers
135174,981009,1,4,3,C Munro,G Gambhir,KS Williamson,0,0,0,0,0,,,,,Kolkata Knight Riders,Sunrisers Hyderabad
18674,392205,1,12,1,TL Suman,RG Sharma,SK Warne,4,0,4,0,0,,,,,Deccan Chargers,Rajasthan Royals
44460,501210,1,6,7,SR Tendulkar,DJ Jacobs,RV Gomez,1,0,1,0,0,,,,,Mumbai Indians,Kochi Tuskers Kerala
116424,829771,2,4,3,V Kohli,AB de Villiers,PP Chawla,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
35874,419142,2,12,4,KA Pollard,R Sathish,R Ashwin,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
186293,1216522,1,13,6,SPD Smith,JC Buttler,NA Saini,1,0,1,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
46000,501216,2,10,3,DA Warner,Y Venugopal Rao,A Mishra,1,0,1,0,0,,,,,Delhi Daredevils,Deccan Chargers
80547,598015,1,4,5,AJ Finch,RV Uthappa,DP Nannes,4,0,4,0,0,,,,,Pune Warriors,Chennai Super Kings
78308,598006,1,14,4,KD Karthik,RG Sharma,M Morkel,0,0,0,0,1,caught,KD Karthik,BMAJ Mendis,,Mumbai Indians,Delhi Daredevils
99714,733975,2,2,2,KK Nair,AM Rahane,WD Parnell,0,0,0,0,0,,,,,Rajasthan Royals,Delhi Daredevils
143990,1082623,1,12,1,S Dhawan,KS Williamson,AR Patel,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
64979,548333,1,4,4,SC Ganguly,JD Ryder,UT Yadav,0,0,0,0,0,,,,,Pune Warriors,Delhi Daredevils
127802,980945,2,3,4,Q de Kock,KK Nair,DS Kulkarni,0,0,0,0,1,caught,Q de Kock,SK Raina,,Delhi Daredevils,Gujarat Lions
1206,335987,1,5,1,JR Hopes,KC Sangakkara,SK Trivedi,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
3424,335996,2,8,5,LRPL Taylor,W Jaffer,JA Morkel,1,0,1,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
5756,336006,1,18,2,R Dravid,A Kumble,VRV Singh,6,0,6,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
29454,419115,2,1,4,JH Kallis,MK Pandey,M Morkel,0,1,1,0,0,,,,wides,Royal Challengers Bangalore,Rajasthan Royals
192543,1237177,2,3,5,SS Iyer,MP Stoinis,JJ Bumrah,0,0,0,0,1,caught,SS Iyer,RG Sharma,,Delhi Capitals,Mumbai Indians
26467,392237,1,4,4,V Sehwag,TM Dilshan,RJ Harris,0,0,0,0,0,,,,,Delhi Daredevils,Deccan Chargers
133640,980995,1,9,3,G Gambhir,MK Pandey,CJ Jordan,2,0,2,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
180184,1216497,2,2,1,SS Iyer,S Dhawan,PJ Cummins,1,0,1,0,0,,,,,Delhi Capitals,Kolkata Knight Riders
179686,1216495,2,12,5,DA Warner,WP Saha,KH Pandya,0,5,5,0,0,,,,wides,Sunrisers Hyderabad,Mumbai Indians
97045,729299,1,11,1,JH Kallis,CA Lynn,VR Aaron,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
143117,1082618,1,19,4,MK Tiwary,DT Christian,JJ Bumrah,0,0,0,0,1,lbw,MK Tiwary,,,Rising Pune Supergiant,Mumbai Indians
85395,598035,1,7,8,V Sehwag,UBT Chand,LJ Wright,4,0,4,0,0,,,,,Delhi Daredevils,Pune Warriors
60795,548315,1,7,5,MS Bisla,G Gambhir,V Kohli,4,0,4,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
98758,729315,1,0,4,AM Rahane,KK Nair,R Vinay Kumar,1,0,1,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
12055,336035,1,7,1,KC Sangakkara,SE Marsh,DJ Hussey,1,0,1,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
1,335982,1,6,6,BB McCullum,RT Ponting,AA Noffke,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
107943,734043,2,9,2,WP Saha,DA Miller,UT Yadav,0,0,0,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
62847,548324,2,11,6,M Kaif,SS Tiwary,J Botha,1,0,1,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
169503,1178395,2,7,2,PP Shaw,SS Iyer,Mohammed Siraj,1,0,1,0,0,,,,,Delhi Capitals,Royal Challengers Bangalore
192329,1216547,1,9,3,V Kohli,D Padikkal,KH Pandya,1,0,1,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
4146,335999,2,7,4,Yuvraj Singh,SE Marsh,Y Venugopal Rao,4,0,4,0,0,,,,,Kings XI Punjab,Deccan Chargers
100762,733983,1,0,4,BR Dunk,CM Gautam,MA Starc,0,0,0,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
8681,336018,2,12,1,RV Uthappa,ST Jayasuriya,M Muralitharan,4,0,4,0,0,,,,,Mumbai Indians,Chennai Super Kings
72119,548364,1,6,4,Y Venugopal Rao,Y Nagar,DJ Bravo,1,0,1,0,0,,,,,Delhi Daredevils,Chennai Super Kings
176450,1178425,1,10,6,F du Plessis,SK Raina,SE Rutherford,1,0,1,0,0,,,,,Chennai Super Kings,Delhi Capitals
32190,419127,1,5,6,MK Tiwary,SC Ganguly,VS Malik,1,0,1,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
60807,548315,1,9,5,G Gambhir,MS Bisla,M Muralitharan,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
9731,336024,1,15,1,DJ Bravo,AM Nayar,Shahid Afridi,2,0,2,0,0,,,,,Mumbai Indians,Deccan Chargers
18136,392203,1,12,1,JP Duminy,GR Napier,M Kartik,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
97279,729301,1,8,6,AJ Finch,DA Warner,S Nadeem,1,0,1,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
192140,1216546,1,17,4,S Dhawan,SO Hetmyer,Mohammed Shami,0,0,0,0,0,,,,,Delhi Capitals,Kings XI Punjab
181346,1216501,1,15,6,KD Karthik,RA Tripathi,SN Thakur,1,0,1,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
49795,501233,1,10,5,Y Nagar,V Sehwag,RA Jadeja,0,3,3,0,0,,,,wides,Delhi Daredevils,Kochi Tuskers Kerala
2184,335991,1,4,1,KC Sangakkara,K Goel,SM Pollock,4,0,4,0,0,,,,,Kings XI Punjab,Mumbai Indians
109119,829707,2,1,6,MA Agarwal,CM Gautam,MM Sharma,0,0,0,0,0,,,,,Delhi Daredevils,Chennai Super Kings
105843,734025,2,5,6,MEK Hussey,LMP Simmons,R Dhawan,1,0,1,0,0,,,,,Mumbai Indians,Kings XI Punjab
22694,392222,1,2,3,S Sohal,IK Pathan,SL Malinga,4,0,4,0,0,,,,,Kings XI Punjab,Mumbai Indians
170271,1178399,1,1,5,CH Gayle,KL Rahul,JJ Bumrah,0,0,0,0,0,,,,,Kings XI Punjab,Mumbai Indians
48544,501228,2,3,2,M Vijay,MEK Hussey,JE Taylor,2,0,2,0,0,,,,,Chennai Super Kings,Pune Warriors
93091,598067,2,11,2,CM Gautam,IK Pathan,B Kumar,0,0,0,0,0,,,,,Delhi Daredevils,Pune Warriors
54084,501251,2,8,6,KA Pollard,TL Suman,SJ Srivastava,0,1,1,0,0,,,,wides,Mumbai Indians,Kings XI Punjab
3847,335998,2,11,6,JH Kallis,R Dravid,Shoaib Malik,0,1,1,0,0,,,,legbyes,Royal Challengers Bangalore,Delhi Daredevils
124859,980921,1,5,4,V Kohli,AB de Villiers,CH Morris,2,0,2,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
35370,419140,1,12,2,PD Collingwood,KM Jadhav,KP Appanna,0,0,0,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
189878,1216537,1,4,1,CH Gayle,KL Rahul,Kartik Tyagi,0,0,0,0,0,,,,,Kings XI Punjab,Rajasthan Royals
181756,1216503,1,1,2,RG Sharma,SA Yadav,Mohammed Shami,0,0,0,0,0,,,,,Mumbai Indians,Kings XI Punjab
62503,548322,2,14,4,SPD Smith,JD Ryder,R Ashwin,1,0,1,0,0,,,,,Pune Warriors,Chennai Super Kings
153133,1136572,2,11,5,MS Dhoni,AT Rayudu,Mujeeb Ur Rahman,1,0,1,0,0,,,,,Chennai Super Kings,Kings XI Punjab
103843,734009,1,0,1,LMP Simmons,CM Gautam,M Morkel,0,0,0,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
94962,729281,2,8,1,PA Patel,V Kohli,R Sharma,0,0,0,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
74898,548376,2,2,6,V Kohli,TM Dilshan,DW Steyn,0,0,0,0,0,,,,,Royal Challengers Bangalore,Deccan Chargers
144425,1082625,2,1,6,PA Patel,JC Buttler,JP Faulkner,1,0,1,0,0,,,,,Mumbai Indians,Gujarat Lions
169451,1178395,1,19,1,TG Southee,YS Chahal,K Rabada,1,0,1,0,0,,,,,Royal Challengers Bangalore,Delhi Capitals
99856,733975,1,12,2,KD Karthik,JP Duminy,R Bhatia,1,0,1,0,0,,,,,Delhi Daredevils,Rajasthan Royals
6999,336011,2,4,3,YK Pathan,GC Smith,SB Styris,1,0,1,0,0,,,,,Rajasthan Royals,Deccan Chargers
130154,980965,2,10,7,AM Rahane,SS Tiwary,A Mishra,1,0,1,0,0,,,,,Rising Pune Supergiants,Delhi Daredevils
91900,598062,2,16,2,DA Warner,IK Pathan,JA Morkel,0,2,2,0,0,,,,wides,Delhi Daredevils,Chennai Super Kings
186838,1216524,1,1,4,WP Saha,DA Warner,K Rabada,2,0,2,0,0,,,,,Sunrisers Hyderabad,Delhi Capitals
159981,1136601,1,9,6,Ishan Kishan,RG Sharma,Kuldeep Yadav,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
152919,1136571,1,11,1,BA Stokes,SV Samson,K Khejroliya,0,0,0,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
134669,981005,2,0,6,AM Rahane,UT Khawaja,Sandeep Sharma,0,0,0,0,0,,,,,Rising Pune Supergiants,Kings XI Punjab
158628,1136595,2,12,5,DJ Bravo,MS Dhoni,C de Grandhomme,1,0,1,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
101489,733989,2,19,1,PV Tambe,DS Kulkarni,IK Pathan,1,0,1,0,0,,,,,Rajasthan Royals,Sunrisers Hyderabad
79040,598009,1,17,5,JP Faulkner,BJ Hodge,B Kumar,1,0,1,0,0,,,,,Rajasthan Royals,Pune Warriors
77071,598000,2,11,6,AM Nayar,LRPL Taylor,A Mishra,4,0,4,0,0,,,,,Pune Warriors,Sunrisers Hyderabad
54800,501254,2,13,6,KD Karthik,SE Marsh,P Parameswaran,1,0,1,0,0,,,,,Kings XI Punjab,Kochi Tuskers Kerala
103829,734009,1,17,4,RG Sharma,KA Pollard,SP Narine,2,0,2,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
65552,548335,1,3,5,S Dhawan,KC Sangakkara,B Lee,0,0,0,0,0,,,,,Deccan Chargers,Kolkata Knight Riders
169860,1178397,1,11,4,DA Warner,Mohammad Nabi,SM Curran,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
116564,829773,1,17,3,EJG Morgan,GH Vihari,DJ Bravo,1,0,1,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
113085,829739,1,8,2,SS Iyer,MK Tiwary,PP Chawla,1,0,1,0,0,,,,,Delhi Daredevils,Kolkata Knight Riders
60253,548313,1,12,3,RV Uthappa,MN Samuels,Harmeet Singh,1,0,1,0,0,,,,,Pune Warriors,Kings XI Punjab
86112,598038,1,3,5,SK Raina,WP Saha,B Kumar,0,0,0,0,0,,,,,Chennai Super Kings,Pune Warriors
93148,598067,2,0,8,DPMD Jayawardene,DA Warner,WD Parnell,0,0,0,0,0,,,,,Delhi Daredevils,Pune Warriors
118820,829791,1,10,1,WP Saha,M Vohra,SP Narine,1,0,1,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
31801,419125,1,6,3,SK Raina,S Badrinath,Harbhajan Singh,1,0,1,0,0,,,,,Chennai Super Kings,Mumbai Indians
137146,1082593,2,13,5,CA Lynn,G Gambhir,S Kaushik,1,0,1,0,0,,,,,Kolkata Knight Riders,Gujarat Lions
20666,392213,1,8,1,RV Uthappa,V Kohli,RA Jadeja,0,0,0,0,1,lbw,RV Uthappa,,,Royal Challengers Bangalore,Rajasthan Royals
86902,598041,2,16,2,DA Miller,SE Marsh,CH Morris,1,0,1,0,0,,,,,Kings XI Punjab,Chennai Super Kings
140562,1082607,1,15,6,MS Dhoni,SPD Smith,SR Watson,0,0,0,0,1,bowled,MS Dhoni,,,Rising Pune Supergiant,Royal Challengers Bangalore
81283,598018,2,4,2,RV Uthappa,AJ Finch,NLTC Perera,0,0,0,0,1,caught,RV Uthappa,BB Samantray,,Pune Warriors,Sunrisers Hyderabad
108750,734049,2,13,3,YK Pathan,MK Pandey,Karanveer Singh,0,1,1,0,0,,,,wides,Kolkata Knight Riders,Kings XI Punjab
41074,419163,1,18,1,S Anirudha,S Badrinath,RP Singh,1,0,1,0,0,,,,,Chennai Super Kings,Deccan Chargers
151340,1136565,1,15,4,AD Russell,KD Karthik,SN Thakur,6,0,6,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
159078,1136597,2,0,6,CA Lynn,Shubman Gill,MJ McClenaghan,0,0,0,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
135873,981015,1,0,3,S Dhawan,DA Warner,YK Pathan,0,0,0,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
91770,598062,1,15,4,MS Dhoni,RA Jadeja,A Nehra,4,0,4,0,0,,,,,Chennai Super Kings,Delhi Daredevils
91047,598059,1,14,5,IK Pathan,DA Warner,BA Bhatt,1,0,1,0,0,,,,,Delhi Daredevils,Kings XI Punjab
28085,419110,1,6,5,A Symonds,HH Gibbs,L Balaji,1,0,1,0,0,,,,,Deccan Chargers,Chennai Super Kings
129293,980959,1,9,1,KL Rahul,V Kohli,PP Chawla,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
133560,980995,2,15,6,AB de Villiers,V Kohli,SP Narine,6,0,6,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
51274,501239,1,18,5,YK Pathan,MK Tiwary,I Sharma,0,0,0,0,0,,,,,Kolkata Knight Riders,Deccan Chargers
171042,1178402,2,6,7,SV Samson,JC Buttler,KH Pandya,0,0,0,0,0,,,,,Rajasthan Royals,Mumbai Indians
98752,729313,2,9,4,DA Miller,V Sehwag,MA Starc,2,0,2,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
16750,392197,1,2,3,SR Tendulkar,ST Jayasuriya,I Sharma,0,1,1,0,0,,,,wides,Mumbai Indians,Kolkata Knight Riders
51650,501241,1,1,4,SR Tendulkar,AC Blizzard,SB Wagh,0,0,0,0,0,,,,,Mumbai Indians,Pune Warriors
2710,335993,2,3,4,PA Patel,ML Hayden,I Sharma,0,1,1,0,0,,,,legbyes,Chennai Super Kings,Kolkata Knight Riders
123871,980913,1,16,5,MG Johnson,MM Sharma,CH Morris,0,0,0,0,0,,,,,Kings XI Punjab,Delhi Daredevils
107971,734043,1,14,1,Shakib Al Hasan,YK Pathan,Karanveer Singh,4,0,4,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
102510,733997,1,19,4,MG Johnson,GJ Bailey,SP Narine,6,0,6,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
99759,733975,1,16,3,KM Jadhav,JP Duminy,DS Kulkarni,1,0,1,0,0,,,,,Delhi Daredevils,Rajasthan Royals
156737,1136587,2,6,5,E Lewis,SA Yadav,SR Watson,0,0,0,0,0,,,,,Mumbai Indians,Chennai Super Kings
115671,829765,2,8,4,YK Pathan,SA Yadav,RA Jadeja,0,0,0,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
87717,598045,2,3,5,AC Gilchrist,Azhar Mahmood,JD Unadkat,1,0,1,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
52309,501244,2,0,6,PC Valthaty,AM Nayar,Z Khan,0,0,0,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
